sensor,timestamp,value
SensorType.TEMPERATURE,2025-02-25 18:58:47.545000+00:00,0.0
SensorType.TEMPERATURE,2025-02-25 18:58:47.545000+00:00,0.0
SensorType.TEMPERATURE,2025-02-25 18:58:47.545000+00:00,0.0
SensorType.TEMPERATURE,2025-02-25 19:11:30.070221,0.0
SensorType.TEMPERATURE,2025-02-25 19:11:30.629335,0.0
SensorType.TEMPERATURE,2025-02-25 19:11:30.824568,0.0
SensorType.TEMPERATURE,2025-02-25 19:11:30.980404,0.0
